1.201677750109999998e+00 -1.274291853600000080e+00 -9.957864424200000286e-01 -9.170256862600000003e-02
1.430435363515050184e+00 -1.545369006373789489e+00 -1.731306718731246974e-01 1.519691812540058251e-01
2.757664635320322688e+00 -8.326306824807383933e+00 4.431987040025429092e-01 2.096295671865378019e-02
-9.435716800349709388e+00 8.429207922577692358e+00 4.883573037382293869e-01 7.459575911128957237e-02
-8.719529918158341886e+00 6.225602249771640118e-01 -7.960004601181058792e-01 -8.526733594418496320e-01
-3.551459889625949273e+00 -8.245832749562246988e+00 4.571060884290993886e-01 -9.801267300564671103e-01
7.923681170895520154e-01 2.736306151688978616e-01 -1.264661455332505291e-02 1.421987979096195343e-01
3.720233805239274716e-01 -9.559906042486346678e+00 -6.526392073839144548e-01 -2.914692161585903385e-01
3.564947869657945745e+00 7.913368914430296996e+00 5.408960451466560126e-01 4.423384651750839058e-01
2.575931422843325436e+00 -4.928806192781898687e+00 6.538175966466304168e-01 8.620739845770282184e-01
-4.268162506429346692e+00 4.696820143849278040e+00 6.829162704938718242e-01 9.311653830265123055e-01
-2.870601747728489528e-01 -1.551558841684775203e+00 -8.294096624348263891e-01 -1.982048958460516097e-01
4.778604819043337670e+00 7.454422338450076069e+00 -1.960893186723962067e-01 5.835863372054854725e-01
